timestamp,rangers_cents,rangers_decimal,rangers_probability,blackhawks_cents,blackhawks_decimal,blackhawks_probability,latency_ms
2025-12-10 22:04:04.505,59,1.69,0.59,45,2.20,0.45,421
2025-12-10 22:04:05.455,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:04:06.391,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:04:07.345,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:04:08.282,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:04:09.229,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:04:10.172,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:04:11.132,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:04:12.083,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:04:13.043,59,1.69,0.59,45,2.20,0.45,454
2025-12-10 22:04:13.992,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:04:14.917,59,1.69,0.59,45,2.20,0.45,424
2025-12-10 22:04:15.864,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:04:16.796,59,1.69,0.59,45,2.20,0.45,425
2025-12-10 22:04:17.792,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:04:18.723,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:04:19.660,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:04:20.598,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:04:21.549,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:04:22.508,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:04:23.470,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:04:24.417,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:04:25.380,59,1.69,0.59,45,2.20,0.45,454
2025-12-10 22:04:26.327,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:04:27.267,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:04:28.202,59,1.69,0.59,45,2.20,0.45,424
2025-12-10 22:04:29.145,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:04:30.101,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:04:31.053,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:04:31.997,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:04:32.939,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:04:33.885,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:04:34.819,59,1.69,0.59,45,2.20,0.45,425
2025-12-10 22:04:35.743,59,1.69,0.59,45,2.20,0.45,420
2025-12-10 22:04:36.690,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:04:37.627,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:04:38.565,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:04:39.538,59,1.69,0.59,45,2.20,0.45,462
2025-12-10 22:04:40.483,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:04:41.444,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:04:42.370,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:04:43.304,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:04:44.240,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:04:45.177,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:04:46.119,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:04:47.082,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:04:48.028,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:04:48.976,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:04:49.904,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:04:50.843,59,1.69,0.59,45,2.20,0.45,428
2025-12-10 22:04:51.804,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:04:52.759,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:04:53.706,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:04:54.640,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:04:55.596,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:04:56.550,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:04:57.498,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:04:58.446,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:04:59.381,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:05:00.340,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:05:01.306,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:05:02.264,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:05:03.201,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:05:04.141,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:05:05.117,59,1.69,0.59,45,2.20,0.45,467
2025-12-10 22:05:06.053,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:05:07.006,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:05:07.950,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:05:08.895,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:05:09.861,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:05:10.812,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:05:11.745,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:05:12.692,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:05:13.635,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:05:14.583,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:05:15.538,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:05:16.486,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:05:17.439,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:05:18.387,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:05:19.323,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:05:20.259,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:05:21.211,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:05:22.154,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:05:23.100,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:05:24.048,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:05:25.006,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:05:25.952,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:05:26.908,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:05:27.887,59,1.69,0.59,45,2.20,0.45,468
2025-12-10 22:05:28.850,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:05:29.813,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:05:30.800,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:05:31.764,59,1.69,0.59,45,2.20,0.45,454
2025-12-10 22:05:32.716,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:05:33.671,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:05:34.638,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:05:35.578,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:05:36.512,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:05:37.454,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:05:38.398,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:05:39.347,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:05:40.305,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:05:41.248,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:05:42.194,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:05:43.136,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:05:44.078,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:05:45.027,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:05:46.084,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:05:47.023,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:05:47.965,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:05:48.928,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:05:49.874,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:05:50.821,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:05:51.778,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:05:52.745,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:05:53.682,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:05:54.618,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:05:55.561,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:05:56.496,59,1.69,0.59,45,2.20,0.45,425
2025-12-10 22:05:57.427,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:05:58.400,59,1.69,0.59,45,2.20,0.45,466
2025-12-10 22:05:59.361,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:06:00.295,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:06:01.241,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:06:02.183,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:06:03.129,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:06:04.115,59,1.69,0.59,45,2.20,0.45,424
2025-12-10 22:06:05.073,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:06:06.040,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:06:06.994,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:06:07.961,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:06:08.919,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:06:09.851,59,1.69,0.59,45,2.20,0.45,421
2025-12-10 22:06:10.788,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:06:11.754,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:06:12.725,59,1.69,0.59,45,2.20,0.45,460
2025-12-10 22:06:13.713,59,1.69,0.59,45,2.20,0.45,477
2025-12-10 22:06:14.674,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:06:15.615,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:06:16.571,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:06:17.512,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:06:18.450,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:06:19.408,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:06:20.374,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:06:21.311,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:06:22.271,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:06:23.221,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:06:24.153,59,1.69,0.59,45,2.20,0.45,421
2025-12-10 22:06:25.078,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:06:26.024,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:06:26.985,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:06:27.925,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:06:28.886,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:06:29.844,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:06:30.795,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:06:31.759,59,1.69,0.59,45,2.20,0.45,460
2025-12-10 22:06:32.709,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:06:33.667,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:06:34.606,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:06:35.558,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:06:36.518,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:06:37.468,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:06:38.439,59,1.69,0.59,45,2.20,0.45,460
2025-12-10 22:06:39.394,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:06:40.352,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:06:41.297,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:06:42.261,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:06:43.220,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:06:44.213,59,1.69,0.59,45,2.20,0.45,482
2025-12-10 22:06:45.171,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:06:46.104,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:06:47.041,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:06:47.992,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:06:48.941,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:06:49.909,59,1.69,0.59,45,2.20,0.45,465
2025-12-10 22:06:50.854,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:06:51.808,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:06:52.761,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:06:53.713,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:06:54.657,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:06:55.604,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:06:56.550,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:06:57.527,59,1.69,0.59,45,2.20,0.45,473
2025-12-10 22:06:58.489,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:06:59.425,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:07:00.397,59,1.69,0.59,45,2.20,0.45,462
2025-12-10 22:07:01.349,59,1.69,0.59,45,2.20,0.45,451
2025-12-10 22:07:02.308,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:07:03.273,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:07:04.222,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:07:05.172,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:07:06.134,59,1.69,0.59,45,2.20,0.45,458
2025-12-10 22:07:07.071,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:07:08.006,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:07:08.940,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:07:09.892,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:07:10.824,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:07:11.766,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:07:12.760,59,1.69,0.59,45,2.20,0.45,483
2025-12-10 22:07:13.693,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:07:14.625,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:07:15.567,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:07:16.516,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:07:17.453,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:07:18.408,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:07:19.370,59,1.69,0.59,45,2.20,0.45,459
2025-12-10 22:07:20.305,59,1.69,0.59,45,2.20,0.45,428
2025-12-10 22:07:21.257,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:07:22.223,59,1.69,0.59,45,2.20,0.45,459
2025-12-10 22:07:23.208,59,1.69,0.59,45,2.20,0.45,482
2025-12-10 22:07:24.141,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:07:25.071,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:07:26.169,59,1.69,0.59,45,2.20,0.45,464
2025-12-10 22:07:27.121,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:07:28.061,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:07:29.012,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:07:29.980,59,1.69,0.59,45,2.20,0.45,458
2025-12-10 22:07:30.931,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:07:31.881,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:07:32.855,59,1.69,0.59,45,2.20,0.45,463
2025-12-10 22:07:33.829,59,1.69,0.59,45,2.20,0.45,473
2025-12-10 22:07:34.769,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:07:35.811,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:07:36.761,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:07:37.706,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:07:38.663,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:07:39.619,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:07:40.589,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:07:41.532,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:07:42.482,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:07:43.444,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:07:44.425,59,1.69,0.59,45,2.20,0.45,469
2025-12-10 22:07:45.367,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:07:46.334,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:07:47.317,59,1.69,0.59,45,2.20,0.45,471
2025-12-10 22:07:48.274,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:07:49.205,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:07:50.169,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:07:51.126,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:07:52.055,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:07:52.993,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:07:53.972,59,1.69,0.59,45,2.20,0.45,468
2025-12-10 22:07:54.941,59,1.69,0.59,45,2.20,0.45,459
2025-12-10 22:07:55.980,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:07:56.928,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:07:57.878,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:07:58.823,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:07:59.902,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:08:00.840,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:08:02.412,59,1.69,0.59,45,2.20,0.45,439
2025-12-10 22:08:03.342,59,1.69,0.59,45,2.20,0.45,428
2025-12-10 22:08:04.282,59,1.69,0.59,45,2.20,0.45,434
2025-12-10 22:08:05.231,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:08:06.160,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:08:07.115,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:08:08.075,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:08:09.033,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:08:09.985,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:08:10.996,59,1.69,0.59,45,2.20,0.45,499
2025-12-10 22:08:11.944,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:08:12.881,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:08:13.836,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:08:14.778,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:08:15.709,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:08:16.645,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:08:17.575,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:08:18.528,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:08:19.480,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:08:20.419,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:08:21.366,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:08:22.342,59,1.69,0.59,45,2.20,0.45,469
2025-12-10 22:08:23.283,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:08:24.247,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:08:25.245,59,1.69,0.59,45,2.20,0.45,487
2025-12-10 22:08:27.183,59,1.69,0.59,45,2.20,0.45,462
2025-12-10 22:08:28.114,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:08:29.077,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:08:30.043,59,1.69,0.59,45,2.20,0.45,456
2025-12-10 22:08:31.401,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:08:32.364,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:08:33.321,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:08:34.263,59,1.69,0.59,45,2.20,0.45,436
2025-12-10 22:08:35.189,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:08:36.142,59,1.69,0.59,45,2.20,0.45,442
2025-12-10 22:08:37.097,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:08:38.051,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:08:39.004,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:08:39.967,59,1.69,0.59,45,2.20,0.45,452
2025-12-10 22:08:41.000,59,1.69,0.59,45,2.20,0.45,453
2025-12-10 22:08:41.958,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:08:42.909,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:08:43.855,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:08:44.808,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:08:45.762,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:08:46.728,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:08:47.684,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:08:48.641,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:08:49.585,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:08:50.540,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:08:51.585,59,1.69,0.59,45,2.20,0.45,458
2025-12-10 22:08:52.540,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:08:53.484,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:08:54.435,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:08:56.688,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:08:57.643,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:08:58.611,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:08:59.564,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:09:00.502,59,1.69,0.59,45,2.20,0.45,428
2025-12-10 22:09:01.454,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:09:02.400,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:09:03.344,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:09:04.281,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:09:05.236,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:09:06.201,59,1.69,0.59,45,2.20,0.45,455
2025-12-10 22:09:07.152,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:09:08.102,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:09:09.051,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:09:10.023,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:09:11.077,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:12.037,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:12.970,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:09:13.904,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:09:14.838,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:09:15.784,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:09:16.733,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:09:17.681,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:09:18.641,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:19.589,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:09:20.550,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:09:21.506,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:09:22.670,59,1.69,0.59,45,2.20,0.45,447
2025-12-10 22:09:23.626,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:24.584,59,1.69,0.59,45,2.20,0.45,448
2025-12-10 22:09:25.568,59,1.69,0.59,45,2.20,0.45,444
2025-12-10 22:09:26.524,59,1.69,0.59,45,2.20,0.45,445
2025-12-10 22:09:27.473,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:09:28.402,59,1.69,0.59,45,2.20,0.45,426
2025-12-10 22:09:29.345,59,1.69,0.59,45,2.20,0.45,441
2025-12-10 22:09:30.290,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:09:31.235,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:09:32.165,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:09:33.117,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:34.057,59,1.69,0.59,45,2.20,0.45,429
2025-12-10 22:09:35.031,59,1.69,0.59,45,2.20,0.45,463
2025-12-10 22:09:35.969,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:09:36.926,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:09:37.869,59,1.69,0.59,45,2.20,0.45,432
2025-12-10 22:09:38.802,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:09:39.750,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:09:40.703,59,1.69,0.59,45,2.20,0.45,446
2025-12-10 22:09:41.733,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:09:42.658,59,1.69,0.59,45,2.20,0.45,422
2025-12-10 22:09:43.619,59,1.69,0.59,45,2.20,0.45,450
2025-12-10 22:09:44.575,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:45.523,59,1.69,0.59,45,2.20,0.45,437
2025-12-10 22:09:46.463,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:09:47.390,59,1.69,0.59,45,2.20,0.45,423
2025-12-10 22:09:48.334,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:09:49.284,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:09:50.245,59,1.69,0.59,45,2.20,0.45,449
2025-12-10 22:09:51.199,59,1.69,0.59,45,2.20,0.45,443
2025-12-10 22:09:52.135,59,1.69,0.59,45,2.20,0.45,435
2025-12-10 22:09:53.076,59,1.69,0.59,45,2.20,0.45,430
2025-12-10 22:09:54.013,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:09:54.951,59,1.69,0.59,45,2.20,0.45,427
2025-12-10 22:09:56.853,59,1.69,0.59,45,2.20,0.45,462
2025-12-10 22:09:57.820,59,1.69,0.59,45,2.20,0.45,457
2025-12-10 22:09:58.762,59,1.69,0.59,45,2.20,0.45,431
2025-12-10 22:09:59.727,59,1.69,0.59,45,2.20,0.45,454
2025-12-10 22:10:00.676,59,1.69,0.59,45,2.20,0.45,438
2025-12-10 22:10:01.647,59,1.69,0.59,45,2.20,0.45,461
2025-12-10 22:10:02.598,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:10:03.618,59,1.69,0.59,45,2.20,0.45,509
2025-12-10 22:10:04.562,59,1.69,0.59,45,2.20,0.45,433
2025-12-10 22:10:05.507,59,1.69,0.59,45,2.20,0.45,440
2025-12-10 22:10:06.463,59,1.69,0.59,45,2.20,0.45,445
