timestamp,moneyline_team_1_cents,moneyline_team_2_cents,spreads_-1.5_cents,spreads_-1.5_cents,totals_5.5_cents,totals_5.5_cents,totals_6.5_cents,totals_6.5_cents
2025-12-10 20:09:09.040,57.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,67.0000,0.0000,0.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,67.0000,54.0000,0.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,0.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,0.0000
2025-12-10 20:09:09.041,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.924,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:09:49.925,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:03.779,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:03.780,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:08.480,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:08.481,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.827,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.828,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:10:40.829,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:03.680,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:03.681,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:41.697,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:54.361,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:11:54.362,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.592,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:12:32.593,57.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:06.244,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:06.245,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:11.264,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:11.265,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:12.418,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:12.419,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.473,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.474,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.474,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.474,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.474,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.474,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.475,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:13.475,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:15.073,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:15.074,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:41.293,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:13:41.295,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:14:14.392,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:14:14.393,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
2025-12-10 20:14:14.393,58.0000,44.0000,35.0000,67.0000,54.0000,48.0000,43.0000,59.0000
