timestamp,outcome1_cents,outcome1_decimal,outcome1_probability,outcome2_cents,outcome2_decimal,outcome2_probability,latency
2025-12-06 00:34:30.580,45,2.18,0.46,54,1.82,0.55,613
2025-12-06 00:34:31.755,45,2.18,0.46,54,1.82,0.55,630
2025-12-06 00:34:33.106,45,2.18,0.46,54,1.82,0.55,618
2025-12-06 00:34:34.227,45,2.18,0.46,54,1.82,0.55,600
2025-12-06 00:34:35.406,45,2.18,0.46,54,1.82,0.55,610
2025-12-06 00:34:36.673,45,2.18,0.46,54,1.82,0.55,606
2025-12-06 00:34:37.890,45,2.18,0.46,54,1.82,0.55,651
2025-12-06 00:34:39.176,45,2.18,0.46,54,1.82,0.55,641
2025-12-06 00:34:40.449,45,2.18,0.46,54,1.82,0.55,750
2025-12-06 00:34:41.636,45,2.18,0.46,54,1.82,0.55,595
2025-12-06 00:34:42.983,45,2.18,0.46,54,1.82,0.55,633
2025-12-06 00:34:44.288,45,2.18,0.46,54,1.82,0.55,606
2025-12-06 00:34:45.543,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:34:46.683,45,2.18,0.46,54,1.82,0.55,625
2025-12-06 00:34:48.188,45,2.18,0.46,54,1.82,0.55,625
2025-12-06 00:34:49.504,45,2.18,0.46,54,1.82,0.55,636
2025-12-06 00:34:50.645,45,2.18,0.46,54,1.82,0.55,621
2025-12-06 00:34:52.351,45,2.18,0.46,54,1.82,0.55,600
2025-12-06 00:34:53.603,45,2.18,0.46,54,1.82,0.55,628
2025-12-06 00:34:55.124,45,2.18,0.46,54,1.82,0.55,603
2025-12-06 00:34:56.742,45,2.18,0.46,54,1.82,0.55,1073
2025-12-06 00:34:58.595,45,2.18,0.46,54,1.82,0.55,599
2025-12-06 00:35:00.320,45,2.18,0.46,54,1.82,0.55,691
2025-12-06 00:35:01.464,45,2.18,0.46,54,1.82,0.55,628
2025-12-06 00:35:02.578,45,2.18,0.46,54,1.82,0.55,604
2025-12-06 00:35:03.909,45,2.18,0.46,54,1.82,0.55,614
2025-12-06 00:35:05.946,45,2.18,0.46,54,1.82,0.55,631
2025-12-06 00:35:07.093,45,2.18,0.46,54,1.82,0.55,618
2025-12-06 00:35:08.226,45,2.18,0.46,54,1.82,0.55,613
2025-12-06 00:35:09.570,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:35:10.865,45,2.18,0.46,54,1.82,0.55,629
2025-12-06 00:35:12.010,45,2.18,0.46,54,1.82,0.55,630
2025-12-06 00:35:13.324,45,2.18,0.46,54,1.82,0.55,646
2025-12-06 00:35:14.467,45,2.18,0.46,54,1.82,0.55,598
2025-12-06 00:35:16.030,45,2.18,0.46,54,1.82,0.55,628
2025-12-06 00:35:17.474,45,2.18,0.46,54,1.82,0.55,619
2025-12-06 00:35:18.604,45,2.18,0.46,54,1.82,0.55,604
2025-12-06 00:35:19.730,45,2.18,0.46,54,1.82,0.55,614
2025-12-06 00:35:20.847,45,2.18,0.46,54,1.82,0.55,598
2025-12-06 00:35:22.649,45,2.18,0.46,54,1.82,0.55,617
2025-12-06 00:35:23.889,45,2.18,0.46,54,1.82,0.55,617
2025-12-06 00:35:25.014,45,2.18,0.46,54,1.82,0.55,610
2025-12-06 00:35:26.123,45,2.18,0.46,54,1.82,0.55,596
2025-12-06 00:35:27.235,45,2.18,0.46,54,1.82,0.55,597
2025-12-06 00:35:28.989,45,2.18,0.46,54,1.82,0.55,635
2025-12-06 00:35:30.356,45,2.18,0.46,54,1.82,0.55,821
2025-12-06 00:35:31.845,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:35:33.051,45,2.18,0.46,54,1.82,0.55,603
2025-12-06 00:35:34.836,45,2.18,0.46,54,1.82,0.55,615
2025-12-06 00:35:36.083,45,2.18,0.46,54,1.82,0.55,595
2025-12-06 00:35:37.201,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:35:38.426,45,2.18,0.46,54,1.82,0.55,600
2025-12-06 00:35:40.461,45,2.18,0.46,54,1.82,0.55,617
2025-12-06 00:35:41.753,45,2.18,0.46,54,1.82,0.55,606
2025-12-06 00:35:42.903,45,2.18,0.46,54,1.82,0.55,635
2025-12-06 00:35:44.035,45,2.18,0.46,54,1.82,0.55,617
2025-12-06 00:35:45.734,45,2.18,0.46,54,1.82,0.55,613
2025-12-06 00:35:46.946,45,2.18,0.46,54,1.82,0.55,629
2025-12-06 00:35:48.088,45,2.18,0.46,54,1.82,0.55,619
2025-12-06 00:35:49.199,45,2.18,0.46,54,1.82,0.55,598
2025-12-06 00:35:50.396,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:35:52.962,45,2.18,0.46,54,1.82,0.55,638
2025-12-06 00:35:54.135,45,2.18,0.46,54,1.82,0.55,588
2025-12-06 00:35:55.367,45,2.18,0.46,54,1.82,0.55,702
2025-12-06 00:35:56.648,45,2.18,0.46,54,1.82,0.55,704
2025-12-06 00:35:58.503,45,2.18,0.46,54,1.82,0.55,625
2025-12-06 00:35:59.765,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:36:00.893,45,2.18,0.46,54,1.82,0.55,597
2025-12-06 00:36:02.639,45,2.18,0.46,54,1.82,0.55,635
2025-12-06 00:36:04.307,45,2.18,0.46,54,1.82,0.55,624
2025-12-06 00:36:05.596,45,2.18,0.46,54,1.82,0.55,605
2025-12-06 00:36:06.719,45,2.18,0.46,54,1.82,0.55,611
2025-12-06 00:36:07.988,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:36:09.795,45,2.18,0.46,54,1.82,0.55,626
2025-12-06 00:36:10.964,45,2.18,0.46,54,1.82,0.55,656
2025-12-06 00:36:12.272,45,2.18,0.46,54,1.82,0.55,603
2025-12-06 00:36:13.408,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:36:14.524,45,2.18,0.46,54,1.82,0.55,599
2025-12-06 00:36:16.366,45,2.18,0.46,54,1.82,0.55,622
2025-12-06 00:36:17.485,45,2.18,0.46,54,1.82,0.55,605
2025-12-06 00:36:18.783,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:36:19.912,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:36:21.032,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:36:23.155,45,2.18,0.46,54,1.82,0.55,614
2025-12-06 00:36:24.367,45,2.18,0.46,54,1.82,0.55,604
2025-12-06 00:36:25.792,45,2.18,0.46,54,1.82,0.55,598
2025-12-06 00:36:26.911,45,2.18,0.46,54,1.82,0.55,609
2025-12-06 00:36:28.045,45,2.18,0.46,54,1.82,0.55,608
2025-12-06 00:36:29.168,45,2.18,0.46,54,1.82,0.55,612
2025-12-06 00:36:30.484,45,2.18,0.46,54,1.82,0.55,646
2025-12-06 00:36:31.712,45,2.18,0.46,54,1.82,0.55,615
2025-12-06 00:36:32.830,45,2.18,0.46,54,1.82,0.55,610
2025-12-06 00:36:33.999,45,2.18,0.46,54,1.82,0.55,662
2025-12-06 00:36:35.256,45,2.18,0.46,54,1.82,0.55,747
2025-12-06 00:36:36.427,45,2.18,0.46,54,1.82,0.55,631
2025-12-06 00:36:37.645,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:36:38.744,45,2.18,0.46,54,1.82,0.55,587
