timestamp,tulane_cents,tulane_decimal,tulane_probability,northtexas_cents,northtexas_decimal,northtexas_probability,latency_ms
2025-12-05 19:53:42.218,60,1.68,0.60,49,2.05,0.49,565
2025-12-05 19:53:43.259,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:53:44.305,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:53:45.341,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:53:46.445,60,1.68,0.60,49,2.05,0.49,599
2025-12-05 19:53:47.481,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:53:48.536,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:53:49.565,60,1.68,0.60,49,2.05,0.49,527
2025-12-05 19:53:50.610,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:53:51.670,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:53:52.711,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:53:53.759,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:53:54.798,60,1.68,0.60,49,2.05,0.49,533
2025-12-05 19:53:55.842,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:53:56.896,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:53:58.090,60,1.68,0.60,49,2.05,0.49,688
2025-12-05 19:53:59.158,60,1.68,0.60,49,2.05,0.49,562
2025-12-05 19:54:00.199,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:54:01.242,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:54:02.286,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:54:03.342,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:54:04.391,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:54:05.425,60,1.68,0.60,49,2.05,0.49,533
2025-12-05 19:54:06.491,60,1.68,0.60,49,2.05,0.49,561
2025-12-05 19:54:07.541,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:54:08.580,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:54:09.635,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:54:10.674,60,1.68,0.60,49,2.05,0.49,533
2025-12-05 19:54:11.735,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 19:54:12.793,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:54:13.876,60,1.68,0.60,49,2.05,0.49,577
2025-12-05 19:54:14.916,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:54:15.960,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:54:17.008,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:54:18.070,60,1.68,0.60,49,2.05,0.49,556
2025-12-05 19:54:19.124,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:54:20.165,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:54:21.209,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:54:22.250,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:54:23.299,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:54:24.360,60,1.68,0.60,49,2.05,0.49,559
2025-12-05 19:54:25.434,60,1.68,0.60,49,2.05,0.49,568
2025-12-05 19:54:26.474,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:54:27.529,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:54:28.583,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:54:29.637,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:54:30.704,60,1.68,0.60,49,2.05,0.49,562
2025-12-05 19:54:31.763,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:54:32.818,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:54:33.864,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:54:34.904,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:54:35.954,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:54:37.013,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:54:38.070,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:54:39.132,60,1.68,0.60,49,2.05,0.49,556
2025-12-05 19:54:40.188,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:54:41.227,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 19:54:42.273,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:54:43.319,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:54:44.387,60,1.68,0.60,49,2.05,0.49,563
2025-12-05 19:54:45.434,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:54:46.477,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:54:47.514,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:54:48.569,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:54:49.621,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:54:50.693,60,1.68,0.60,49,2.05,0.49,566
2025-12-05 19:54:51.737,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:54:52.791,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:54:53.834,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:54:54.879,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:54:56.167,60,1.68,0.60,49,2.05,0.49,783
2025-12-05 19:54:57.219,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:54:58.267,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:54:59.317,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:55:00.355,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:55:01.417,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 19:55:02.468,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:55:03.510,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:55:04.556,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:55:05.616,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:55:06.668,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:55:07.719,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:55:08.774,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:55:09.823,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:55:10.880,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:55:11.923,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:55:13.847,60,1.68,0.60,49,2.05,0.49,1418
2025-12-05 19:55:14.890,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:55:15.969,60,1.68,0.60,49,2.05,0.49,573
2025-12-05 19:55:17.004,60,1.68,0.60,49,2.05,0.49,529
2025-12-05 19:55:18.058,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:55:19.090,60,1.68,0.60,49,2.05,0.49,530
2025-12-05 19:55:20.164,60,1.68,0.60,49,2.05,0.49,568
2025-12-05 19:55:21.228,60,1.68,0.60,49,2.05,0.49,558
2025-12-05 19:55:22.291,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 19:55:23.340,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:55:24.383,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:55:25.442,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:55:26.487,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:55:27.535,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:55:28.595,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:55:29.644,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:55:30.732,60,1.68,0.60,49,2.05,0.49,581
2025-12-05 19:55:31.796,60,1.68,0.60,49,2.05,0.49,559
2025-12-05 19:55:32.849,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:55:33.925,60,1.68,0.60,49,2.05,0.49,570
2025-12-05 19:55:34.984,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:55:36.037,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:55:37.090,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:55:38.167,60,1.68,0.60,49,2.05,0.49,572
2025-12-05 19:55:39.214,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:55:40.280,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 19:55:41.321,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:55:42.358,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:55:43.401,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:55:44.443,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:55:45.494,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:55:46.542,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:55:47.612,60,1.68,0.60,49,2.05,0.49,567
2025-12-05 19:55:48.678,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 19:55:49.729,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:55:50.785,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:55:51.839,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:55:53.126,60,1.68,0.60,49,2.05,0.49,781
2025-12-05 19:55:54.176,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:55:55.217,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:55:56.272,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:55:57.308,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 19:55:58.371,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 19:55:59.415,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:56:00.709,60,1.68,0.60,49,2.05,0.49,788
2025-12-05 19:56:01.759,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:56:02.811,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:56:03.859,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:56:05.820,60,1.68,0.60,49,2.05,0.49,1455
2025-12-05 19:56:06.879,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 19:56:07.932,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:56:09.004,60,1.68,0.60,49,2.05,0.49,566
2025-12-05 19:56:10.055,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:56:11.115,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:56:12.164,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:56:13.208,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:56:14.250,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:56:15.325,60,1.68,0.60,49,2.05,0.49,570
2025-12-05 19:56:16.380,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:56:17.426,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:56:18.467,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:56:19.514,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:56:20.543,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:56:21.587,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:56:22.637,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:56:23.711,60,1.68,0.60,49,2.05,0.49,568
2025-12-05 19:56:24.767,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:56:25.822,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:56:26.897,60,1.68,0.60,49,2.05,0.49,568
2025-12-05 19:56:27.956,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:56:28.997,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:56:31.119,60,1.68,0.60,49,2.05,0.49,1616
2025-12-05 19:56:32.163,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:56:33.214,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:56:34.272,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 19:56:35.332,60,1.68,0.60,49,2.05,0.49,558
2025-12-05 19:56:36.375,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:56:37.433,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:56:38.494,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 19:56:39.559,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 19:56:40.609,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:56:41.660,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:56:42.736,60,1.68,0.60,49,2.05,0.49,572
2025-12-05 19:56:43.782,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:56:44.834,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:56:45.886,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:56:46.965,60,1.68,0.60,49,2.05,0.49,573
2025-12-05 19:56:47.999,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:56:49.054,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:56:50.098,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:56:51.145,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:56:52.191,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:56:53.243,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:56:54.331,60,1.68,0.60,49,2.05,0.49,586
2025-12-05 19:56:55.396,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 19:56:56.452,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:56:57.495,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:56:58.546,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:56:59.596,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:57:00.665,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 19:57:01.720,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:57:02.773,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:57:03.825,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:57:04.880,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:57:05.928,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:57:07.001,60,1.68,0.60,49,2.05,0.49,562
2025-12-05 19:57:08.057,60,1.68,0.60,49,2.05,0.49,530
2025-12-05 19:57:09.096,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:57:10.142,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:57:11.186,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 19:57:12.244,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:13.300,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:14.350,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:57:15.408,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 19:57:16.459,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:57:17.520,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:57:18.618,60,1.68,0.60,49,2.05,0.49,592
2025-12-05 19:57:19.749,60,1.68,0.60,49,2.05,0.49,624
2025-12-05 19:57:20.804,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:57:22.081,60,1.68,0.60,49,2.05,0.49,766
2025-12-05 19:57:23.127,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:57:24.185,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:25.242,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:57:26.299,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:27.352,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:28.410,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:57:29.462,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:57:30.526,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:57:31.566,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:57:32.626,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:57:33.687,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:57:34.726,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:57:35.779,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:57:36.822,60,1.68,0.60,49,2.05,0.49,533
2025-12-05 19:57:37.874,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:57:38.929,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:57:39.964,60,1.68,0.60,49,2.05,0.49,527
2025-12-05 19:57:41.011,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:57:42.045,60,1.68,0.60,49,2.05,0.49,526
2025-12-05 19:57:43.094,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:57:44.146,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:57:45.201,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:57:46.246,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:57:47.295,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:57:48.349,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:57:49.408,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:57:50.458,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:57:51.499,60,1.68,0.60,49,2.05,0.49,531
2025-12-05 19:57:52.541,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:57:53.589,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:57:54.628,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:57:55.681,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:57:56.726,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:57:57.785,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:57:58.836,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:57:59.878,60,1.68,0.60,49,2.05,0.49,529
2025-12-05 19:58:00.928,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:58:01.974,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:58:03.021,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:58:04.072,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:58:05.133,60,1.68,0.60,49,2.05,0.49,558
2025-12-05 19:58:06.171,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:58:07.208,60,1.68,0.60,49,2.05,0.49,526
2025-12-05 19:58:08.242,60,1.68,0.60,49,2.05,0.49,527
2025-12-05 19:58:09.295,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:58:10.354,60,1.68,0.60,49,2.05,0.49,551
2025-12-05 19:58:11.412,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:58:12.453,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:58:13.497,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:58:14.570,60,1.68,0.60,49,2.05,0.49,562
2025-12-05 19:58:15.622,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:58:16.668,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:58:17.718,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:58:18.755,60,1.68,0.60,49,2.05,0.49,530
2025-12-05 19:58:19.838,60,1.68,0.60,49,2.05,0.49,573
2025-12-05 19:58:20.883,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 19:58:21.993,60,1.68,0.60,49,2.05,0.49,600
2025-12-05 19:58:23.073,60,1.68,0.60,49,2.05,0.49,575
2025-12-05 19:58:24.107,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:58:25.181,60,1.68,0.60,49,2.05,0.49,566
2025-12-05 19:58:26.259,60,1.68,0.60,49,2.05,0.49,576
2025-12-05 19:58:27.302,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:58:28.393,60,1.68,0.60,49,2.05,0.49,588
2025-12-05 19:58:29.446,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:58:30.491,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:58:31.538,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:58:32.582,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:58:33.645,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:58:34.695,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:58:35.733,60,1.68,0.60,49,2.05,0.49,530
2025-12-05 19:58:36.771,60,1.68,0.60,49,2.05,0.49,527
2025-12-05 19:58:37.818,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:58:38.861,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:58:39.969,60,1.68,0.60,49,2.05,0.49,605
2025-12-05 19:58:41.012,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:58:42.061,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:58:43.105,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:58:44.168,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:58:45.218,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:58:46.266,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:58:47.320,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:58:48.365,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:58:49.420,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:58:50.488,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 19:58:51.550,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:58:52.606,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:58:53.649,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:58:54.696,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:58:55.757,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:58:56.807,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:58:57.869,60,1.68,0.60,49,2.05,0.49,552
2025-12-05 19:58:58.916,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:58:59.970,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:59:01.058,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:59:02.109,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:03.151,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:59:04.202,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:05.486,60,1.68,0.60,49,2.05,0.49,773
2025-12-05 19:59:06.524,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:59:07.576,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:59:08.635,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 19:59:09.691,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:59:10.761,60,1.68,0.60,49,2.05,0.49,567
2025-12-05 19:59:11.803,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:59:12.863,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 19:59:13.997,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:59:15.051,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 19:59:16.099,60,1.68,0.60,49,2.05,0.49,545
2025-12-05 19:59:17.150,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:18.218,60,1.68,0.60,49,2.05,0.49,563
2025-12-05 19:59:19.258,60,1.68,0.60,49,2.05,0.49,529
2025-12-05 19:59:20.304,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:21.349,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:59:22.423,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 19:59:23.681,60,1.68,0.60,49,2.05,0.49,755
2025-12-05 19:59:24.737,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:59:25.779,60,1.68,0.60,49,2.05,0.49,531
2025-12-05 19:59:26.834,60,1.68,0.60,49,2.05,0.49,550
2025-12-05 19:59:27.878,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:28.930,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:59:29.967,60,1.68,0.60,49,2.05,0.49,533
2025-12-05 19:59:31.015,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:59:32.071,60,1.68,0.60,49,2.05,0.49,546
2025-12-05 19:59:33.116,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:59:34.163,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:59:35.211,60,1.68,0.60,49,2.05,0.49,537
2025-12-05 19:59:36.265,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:59:37.317,60,1.68,0.60,49,2.05,0.49,543
2025-12-05 19:59:39.304,60,1.68,0.60,49,2.05,0.49,1477
2025-12-05 19:59:40.427,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 19:59:41.461,60,1.68,0.60,49,2.05,0.49,531
2025-12-05 19:59:42.514,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:59:43.560,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 19:59:44.608,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 19:59:45.650,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:59:46.700,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 19:59:47.736,60,1.68,0.60,49,2.05,0.49,532
2025-12-05 19:59:48.775,60,1.68,0.60,49,2.05,0.49,528
2025-12-05 19:59:49.824,60,1.68,0.60,49,2.05,0.49,538
2025-12-05 19:59:50.876,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:59:51.922,60,1.68,0.60,49,2.05,0.49,535
2025-12-05 19:59:52.964,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 19:59:53.999,60,1.68,0.60,49,2.05,0.49,525
2025-12-05 19:59:55.052,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 19:59:56.108,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 19:59:57.149,60,1.68,0.60,49,2.05,0.49,531
2025-12-05 19:59:58.200,60,1.68,0.60,49,2.05,0.49,539
2025-12-05 19:59:59.242,60,1.68,0.60,49,2.05,0.49,531
2025-12-05 20:00:00.299,60,1.68,0.60,49,2.05,0.49,553
2025-12-05 20:00:01.368,60,1.68,0.60,49,2.05,0.49,558
2025-12-05 20:00:02.439,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 20:00:03.494,60,1.68,0.60,49,2.05,0.49,544
2025-12-05 20:00:04.541,60,1.68,0.60,49,2.05,0.49,536
2025-12-05 20:00:05.586,60,1.68,0.60,49,2.05,0.49,534
2025-12-05 20:00:06.627,60,1.68,0.60,49,2.05,0.49,530
2025-12-05 20:00:07.678,60,1.68,0.60,49,2.05,0.49,541
2025-12-05 20:00:08.737,60,1.68,0.60,49,2.05,0.49,548
2025-12-05 20:00:09.802,60,1.68,0.60,49,2.05,0.49,554
2025-12-05 20:00:10.860,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 20:00:11.953,60,1.68,0.60,49,2.05,0.49,584
2025-12-05 20:00:13.003,60,1.68,0.60,49,2.05,0.49,549
2025-12-05 20:00:14.056,60,1.68,0.60,49,2.05,0.49,542
2025-12-05 20:00:15.126,60,1.68,0.60,49,2.05,0.49,560
2025-12-05 20:00:16.184,60,1.68,0.60,49,2.05,0.49,547
2025-12-05 20:00:17.256,60,1.68,0.60,49,2.05,0.49,561
2025-12-05 20:00:18.322,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 20:00:19.372,60,1.68,0.60,49,2.05,0.49,540
2025-12-05 20:00:20.430,60,1.68,0.60,49,2.05,0.49,555
2025-12-05 20:00:21.497,60,1.68,0.60,49,2.05,0.49,557
2025-12-05 20:00:22.537,60,1.68,0.60,49,2.05,0.49,530
