timestamp,team_1_yes,team_1_no,team_2_yes,team_2_no
2025-12-05T18:49:39.789299+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:49:58.963629+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:50:13.745626+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:50:28.258753+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:50:43.140884+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:50:57.764078+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:51:22.218060+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:51:36.518023+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:51:51.019637+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:52:10.615344+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:52:29.743460+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:52:54.155332+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:53:08.629760+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:53:27.669467+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:53:51.667551+00:00,0.4500,0.5600,0.5500,0.4600
2025-12-05T18:54:11.345671+00:00,0.4500,0.5600,0.5500,0.4600
2025-12-05T18:54:35.701675+00:00,0.4500,0.5600,0.5500,0.4600
2025-12-05T18:54:55.368442+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:55:09.768335+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:55:28.916246+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:55:43.274428+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:56:07.650077+00:00,0.4600,0.5600,0.5500,0.4600
2025-12-05T18:56:22.220327+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:56:36.921625+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:56:56.510213+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:57:21.043356+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:57:41.363379+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:57:56.553153+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:58:21.969000+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:58:47.352457+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:59:03.071084+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:59:29.462920+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T18:59:45.240856+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:00:00.945369+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:00:26.487270+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:05:31.654140+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:14:52.759115+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:24:13.849603+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:33:34.932271+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:35:38.570913+00:00,0.4600,0.5500,0.5500,0.4600
2025-12-05T19:35:57.948191+00:00,0.4600,0.5500,0.5600,0.4600
2025-12-05T19:36:56.701992+00:00,0.4600,0.5500,0.5600,0.4600
2025-12-05T19:43:24.119063+00:00,0.4600,0.5500,0.5600,0.4600
