timestamp,team_1_yes,team_1_no,team_2_yes,team_2_no
2025-12-05T18:16:44.068791+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:17:07.802193+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:17:21.976436+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:17:36.022607+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:17:59.936392+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:18:23.448085+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:18:42.056824+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:19:01.358304+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:19:25.158867+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:19:39.124528+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:19:53.286258+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:20:07.226426+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:20:21.378942+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:20:40.688004+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:20:54.631390+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:21:08.889085+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:21:22.901209+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:21:36.806497+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:21:55.942322+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:22:15.980661+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:22:34.438951+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:23:03.866513+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:23:27.483744+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:23:46.601341+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:24:06.060409+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:24:20.173895+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:24:34.326837+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:24:48.496265+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:25:12.590868+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:25:31.887002+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:25:45.878241+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:26:09.863708+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:26:28.741679+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:26:52.867200+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:27:11.365161+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:27:34.989677+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:27:59.284417+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:28:18.183828+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:28:42.323583+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:29:06.541888+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:29:20.873194+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:29:40.261069+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:29:54.900862+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:30:09.265244+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:30:28.012479+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:30:47.508713+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:31:06.215887+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:31:20.680329+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:31:39.311817+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:31:57.995887+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:32:21.590383+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:32:35.887303+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:32:59.799772+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:33:18.593498+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:33:37.875686+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:34:02.377705+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:34:16.817251+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:34:45.759746+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:35:00.068310+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:35:18.900898+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:35:42.836181+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:36:01.410680+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:36:20.535367+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:36:45.103689+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:37:03.708690+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:37:22.352940+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:37:56.370836+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:38:10.321487+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:38:33.991045+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:38:53.166809+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:39:21.590748+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:39:35.474728+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:39:49.424723+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:40:03.312371+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:40:21.998856+00:00,0.2500,0.7700,0.7700,0.2500
2025-12-05T18:40:35.851546+00:00,0.2500,0.7700,0.7700,0.2500
