timestamp,moneyline_team_1_cents,moneyline_team_2_cents,spreads_-7.5_cents,spreads_-7.5_cents,totals_44.5_cents,totals_44.5_cents,totals_43.5_cents,totals_43.5_cents
2025-12-05 18:04:23.716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.716,76.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.716,76.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.716,76.0000,25.0000,45.0000,0.0000,0.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.717,76.0000,25.0000,45.0000,56.0000,0.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.717,76.0000,25.0000,45.0000,56.0000,50.0000,0.0000,0.0000,49.0000
2025-12-05 18:04:23.717,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,0.0000,49.0000
2025-12-05 18:04:23.717,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.627,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.627,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.628,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.628,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.628,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.628,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.628,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:04.629,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:42.723,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:42.723,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.505,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.505,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.506,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.506,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.506,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.506,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.507,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:05:45.507,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.420,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.420,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.420,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.421,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.421,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.421,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.421,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:06:26.421,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.346,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.346,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.346,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.346,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.346,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.347,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.347,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:07.347,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.235,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.236,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.236,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.236,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.237,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.237,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.237,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:07:48.238,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.132,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.132,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.132,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.133,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.133,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.133,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.133,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:29.133,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:47.369,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:08:47.370,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.074,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.074,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.074,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.075,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.075,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.075,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
2025-12-05 18:09:20.075,76.0000,25.0000,45.0000,56.0000,50.0000,52.0000,54.0000,49.0000
