timestamp,moneyline_team_1_cents,moneyline_team_2_cents,spreads_-13.5_cents,spreads_-13.5_cents,spreads_-12.5_cents,spreads_-12.5_cents,totals_49.5_cents,totals_49.5_cents,totals_50.5_cents,totals_50.5_cents
2025-12-05 18:01:31.186,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-05 18:01:31.186,20.0000,81.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-05 18:01:31.187,20.0000,81.0000,0.0000,0.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-12-05 18:01:31.187,20.0000,81.0000,0.0000,0.0000,51.0000,0.0000,0.0000,0.0000,47.0000,0.0000
2025-12-05 18:01:31.187,20.0000,81.0000,0.0000,0.0000,51.0000,50.0000,0.0000,0.0000,47.0000,0.0000
2025-12-05 18:01:31.187,20.0000,81.0000,0.0000,0.0000,51.0000,50.0000,51.0000,0.0000,47.0000,0.0000
2025-12-05 18:01:31.188,20.0000,81.0000,48.0000,0.0000,51.0000,50.0000,51.0000,0.0000,47.0000,0.0000
2025-12-05 18:01:31.188,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,0.0000,47.0000,0.0000
2025-12-05 18:01:31.188,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,0.0000
2025-12-05 18:01:31.189,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.123,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.124,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.124,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.124,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.124,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.124,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.125,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.125,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.125,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:12.125,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.014,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.014,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.015,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.015,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.015,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.015,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.016,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.016,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.016,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:02:53.016,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.913,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.913,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.922,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.922,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.923,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.923,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.923,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.924,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.924,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:03:33.924,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.804,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.804,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.804,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.804,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.804,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.805,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.805,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.805,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.805,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:14.805,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.702,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.702,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.702,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.703,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.703,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.703,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
2025-12-05 18:04:55.703,20.0000,81.0000,48.0000,55.0000,51.0000,50.0000,51.0000,52.0000,47.0000,55.0000
