timestamp,team_one_name,team_two_name,moneyline_team_one_maker_percent_odds,moneyline_team_one_taker_percent_odds,moneyline_team_two_maker_percent_odds,moneyline_team_two_taker_percent_odds,spread_1_5_outcome_one_maker_percent_odds,spread_1_5_outcome_one_taker_percent_odds,spread_1_5_outcome_two_maker_percent_odds,spread_1_5_outcome_two_taker_percent_odds,spread_neg1_5_outcome_one_maker_percent_odds,spread_neg1_5_outcome_one_taker_percent_odds,spread_neg1_5_outcome_two_maker_percent_odds,spread_neg1_5_outcome_two_taker_percent_odds,total_5_5_over_maker_percent_odds,total_5_5_over_taker_percent_odds,total_5_5_under_maker_percent_odds,total_5_5_under_taker_percent_odds,total_6_5_over_maker_percent_odds,total_6_5_over_taker_percent_odds,total_6_5_under_maker_percent_odds,total_6_5_under_taker_percent_odds
2025-12-11T01:43:26.047358,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:26.047358,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:26.047358,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:26.047358,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:26.047358,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:31.411475,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:31.411475,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:31.411475,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:31.411475,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:31.411475,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:35.348872,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:35.348872,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:35.348872,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:35.348872,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:35.348872,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:40.101246,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:40.101246,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:40.101246,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:40.101246,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:40.101246,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:43.986003,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:43.986003,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:43.986003,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:43.986003,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:43.986003,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:48.026736,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:48.026736,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:48.026736,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:48.026736,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:48.026736,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:53.152418,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:53.152418,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:53.152418,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:53.152418,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:53.152418,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:43:57.322032,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:43:57.322032,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:43:57.322032,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:43:57.322032,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:43:57.322032,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:02.239231,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:02.239231,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:02.239231,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:02.239231,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:02.239231,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:06.954257,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:06.954257,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:06.954257,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:06.954257,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:06.954257,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:11.449721,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:11.449721,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:11.449721,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:11.449721,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:11.449721,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:15.215593,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:15.215593,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:15.215593,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:15.215593,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:15.215593,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:18.932736,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:18.932736,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:18.932736,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:18.932736,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:18.932736,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:22.723775,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:22.723775,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:22.723775,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:22.723775,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:22.723775,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:26.431742,Calgary Flames,Detroit Red Wings,48.88,51.12,50.38,49.62,,,,,,,,,,,,,,,,
2025-12-11T01:44:26.431742,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:26.431742,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:26.431742,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:26.431742,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:30.518108,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:30.518108,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:30.518108,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:30.518108,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:30.518108,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:34.215392,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:34.215392,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:34.215392,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:34.215392,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:34.215392,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:38.237747,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:38.237747,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:38.237747,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:38.237747,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:38.237747,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:43.422017,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:43.422017,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:43.422017,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:43.422017,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:43.422017,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:47.135309,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:47.135309,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:47.135309,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:47.135309,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:47.135309,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:51.856978,Calgary Flames,Detroit Red Wings,48.88,51.12,50.5,49.5,,,,,,,,,,,,,,,,
2025-12-11T01:44:51.856978,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:51.856978,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:51.856978,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:51.856978,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:55.642897,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:44:55.642897,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:55.642897,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:55.642897,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:55.642897,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:44:59.328427,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:44:59.328427,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:44:59.328427,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:44:59.328427,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:44:59.328427,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:03.042205,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:03.042205,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:03.042205,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:03.042205,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:03.042205,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:06.744585,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:06.744585,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:06.744585,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:06.744585,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:06.744585,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:10.429782,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:10.429782,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:10.429782,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:10.429782,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:10.429782,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:14.152414,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:14.152414,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:14.152414,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:14.152414,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:14.152414,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:17.833965,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:17.833965,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:17.833965,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:17.833965,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:17.833965,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:21.507344,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:21.507344,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:21.507344,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:21.507344,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:21.507344,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:25.192032,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:25.192032,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:25.192032,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:25.192032,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:25.192032,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:28.883595,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:28.883595,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:28.883595,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:28.883595,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:28.883595,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:33.296838,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:33.296838,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:33.296838,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:33.296838,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:33.296838,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:36.956716,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:36.956716,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:36.956716,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:36.956716,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:36.956716,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:40.779190,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:40.779190,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:40.779190,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:40.779190,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:40.779190,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:44.453237,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:44.453237,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:44.453237,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:44.453237,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:44.453237,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:48.116248,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:48.116248,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:48.116248,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:48.116248,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:48.116248,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:51.838322,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:51.838322,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:51.838322,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:51.838322,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:51.838322,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:55.533021,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:55.533021,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:55.533021,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:55.533021,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:55.533021,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:45:59.317214,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:45:59.317214,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:45:59.317214,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:45:59.317214,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:45:59.317214,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:46:03.023523,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:46:03.023523,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:46:03.023523,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:46:03.023523,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:46:03.023523,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
2025-12-11T01:46:06.695068,Calgary Flames,Detroit Red Wings,48.88,51.12,50.62,49.38,,,,,,,,,,,,,,,,
2025-12-11T01:46:06.695068,Calgary Flames,Detroit Red Wings,,,,,,,,,24.25,75.75,69.0,31.0,,,,,,,,
2025-12-11T01:46:06.695068,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,54.87,45.13,43.25,56.75,,,,
2025-12-11T01:46:06.695068,Calgary Flames,Detroit Red Wings,,,,,69.38,30.63,26.88,73.12,,,,,,,,,,,,
2025-12-11T01:46:06.695068,Calgary Flames,Detroit Red Wings,,,,,,,,,,,,,,,,,44.12,55.88,55.0,45.0
